Description	Resource	Path	Location	Type
The method createPageHeader() from the type CDynamicPageViewWithoutGrid is never used locally	CDynamicPageViewWithoutGrid.java	/derbent/src/main/java/tech/derbent/api/page/view	line 76	Java Problem
The method navigateToEntity(CEntityDB<?>) from the type CDialogClone<EntityClass> is never used locally	CDialogClone.java	/derbent/src/main/java/tech/derbent/api/ui/dialogs	line 159	Java Problem
The method selectFirstGridRow() from the type CPageTestNewEntities is never used locally	CPageTestNewEntities.java	/derbent/src/test/java/automated_tests/tech/derbent/ui/automation	line 90	Java Problem
The method setPartVisible(String, boolean) from the type CGrid<EntityClass> is never used locally	CGrid.java	/derbent/src/main/java/tech/derbent/api/grid/domain	line 738	Java Problem
The method testAttachmentsSection(String) from the type CPageTestNewEntities is never used locally	CPageTestNewEntities.java	/derbent/src/test/java/automated_tests/tech/derbent/ui/automation	line 102	Java Problem
The method testCommentsSection(String) from the type CPageTestNewEntities is never used locally	CPageTestNewEntities.java	/derbent/src/test/java/automated_tests/tech/derbent/ui/automation	line 120	Java Problem
The method testCreateOperation(String) from the type CPageTestNewEntities is never used locally	CPageTestNewEntities.java	/derbent/src/test/java/automated_tests/tech/derbent/ui/automation	line 138	Java Problem
The method testUpdateOperation(String) from the type CPageTestNewEntities is never used locally	CPageTestNewEntities.java	/derbent/src/test/java/automated_tests/tech/derbent/ui/automation	line 229	Java Problem
The method verifyFormPopulated() from the type CPageTestNewEntities is never used locally	CPageTestNewEntities.java	/derbent/src/test/java/automated_tests/tech/derbent/ui/automation	line 241	Java Problem
The value of the exception parameter e is not used	CBaseComponentTester.java	/derbent/src/test/java/automated_tests/tech/derbent/ui/automation/components	line 27	Java Problem
The value of the exception parameter e is not used	CBaseComponentTester.java	/derbent/src/test/java/automated_tests/tech/derbent/ui/automation/components	line 40	Java Problem
The value of the exception parameter e is not used	CBudget.java	/derbent/src/main/java/tech/derbent/app/budgets/budget/domain	line 164	Java Problem
The value of the exception parameter e is not used	CBudget.java	/derbent/src/main/java/tech/derbent/app/budgets/budget/domain	line 175	Java Problem
The value of the exception parameter e is not used	CComponentListLinks.java	/derbent/src/main/java/tech/derbent/app/links/view	line 130	Java Problem
The value of the exception parameter e is not used	CComponentWidgetActivity.java	/derbent/src/main/java/tech/derbent/app/activities/view	line 49	Java Problem
The value of the exception parameter e is not used	CCrudToolbarTester.java	/derbent/src/test/java/automated_tests/tech/derbent/ui/automation/components	line 206	Java Problem
The value of the exception parameter e is not used	CDialogClone.java	/derbent/src/main/java/tech/derbent/api/ui/dialogs	line 114	Java Problem
The value of the exception parameter e is not used	CDialogClone.java	/derbent/src/main/java/tech/derbent/api/ui/dialogs	line 136	Java Problem
The value of the exception parameter e is not used	CDialogClone.java	/derbent/src/main/java/tech/derbent/api/ui/dialogs	line 200	Java Problem
The value of the exception parameter e is not used	CDialogClone.java	/derbent/src/main/java/tech/derbent/api/ui/dialogs	line 309	Java Problem
The value of the exception parameter e is not used	CDialogLink.java	/derbent/src/main/java/tech/derbent/app/links/view	line 330	Java Problem
The value of the exception parameter e is not used	CInvoice.java	/derbent/src/main/java/tech/derbent/app/invoices/invoice/domain	line 280	Java Problem
The value of the exception parameter e is not used	CInvoice.java	/derbent/src/main/java/tech/derbent/app/invoices/invoice/domain	line 291	Java Problem
The value of the exception parameter e is not used	COrder.java	/derbent/src/main/java/tech/derbent/app/orders/order/domain	line 220	Java Problem
The value of the exception parameter e is not used	COrder.java	/derbent/src/main/java/tech/derbent/app/orders/order/domain	line 231	Java Problem
The value of the exception parameter e is not used	CProduct.java	/derbent/src/main/java/tech/derbent/app/products/product/domain	line 87	Java Problem
The value of the exception parameter e is not used	CProduct.java	/derbent/src/main/java/tech/derbent/app/products/product/domain	line 98	Java Problem
The value of the exception parameter e is not used	CProductVersion.java	/derbent/src/main/java/tech/derbent/app/products/productversion/domain	line 97	Java Problem
The value of the exception parameter e is not used	CProductVersion.java	/derbent/src/main/java/tech/derbent/app/products/productversion/domain	line 108	Java Problem
The value of the exception parameter e is not used	CProjectComponentVersion.java	/derbent/src/main/java/tech/derbent/app/components/componentversion/domain	line 98	Java Problem
The value of the exception parameter e is not used	CProjectComponentVersion.java	/derbent/src/main/java/tech/derbent/app/components/componentversion/domain	line 109	Java Problem
The value of the exception parameter e is not used	CProjectExpense.java	/derbent/src/main/java/tech/derbent/app/projectexpenses/projectexpense/domain	line 112	Java Problem
The value of the exception parameter e is not used	CProjectExpense.java	/derbent/src/main/java/tech/derbent/app/projectexpenses/projectexpense/domain	line 123	Java Problem
The value of the exception parameter e is not used	CProjectIncome.java	/derbent/src/main/java/tech/derbent/app/projectincomes/projectincome/domain	line 212	Java Problem
The value of the exception parameter e is not used	CProjectIncome.java	/derbent/src/main/java/tech/derbent/app/projectincomes/projectincome/domain	line 223	Java Problem
The value of the exception parameter e is not used	CProvider.java	/derbent/src/main/java/tech/derbent/app/providers/provider/domain	line 137	Java Problem
The value of the exception parameter e is not used	CProvider.java	/derbent/src/main/java/tech/derbent/app/providers/provider/domain	line 148	Java Problem
The value of the exception parameter ignored is not used	CCrudToolbarTester.java	/derbent/src/test/java/automated_tests/tech/derbent/ui/automation/components	line 143	Java Problem
The value of the field CActivityParentChildTest.activityService is not used	CActivityParentChildTest.java	/derbent/src/test/java/tech/derbent/app/activities/service	line 49	Java Problem
The value of the field CAdaptivePageTest.ButtonInfo.index is not used	CAdaptivePageTest.java	/derbent/src/test/java/automated_tests/tech/derbent/ui/automation	line 73	Java Problem
The value of the field CAttachmentComponentTester.ADD_ATTACHMENT_BUTTON is not used	CAttachmentComponentTester.java	/derbent/src/test/java/automated_tests/tech/derbent/ui/automation/components	line 12	Java Problem
The value of the field CBabDataInitializer.babDeviceService is not used	CBabDataInitializer.java	/derbent/src/main/java/tech/derbent/bab/config	line 54	Java Problem
The value of the field CBabDataInitializer.babNodeService is not used	CBabDataInitializer.java	/derbent/src/main/java/tech/derbent/bab/config	line 55	Java Problem
The value of the field CBabNodeService.LOGGER is not used	CBabNodeService.java	/derbent/src/main/java/tech/derbent/bab/node/service	line 33	Java Problem
The value of the field CBabNodeService.sessionService is not used	CBabNodeService.java	/derbent/src/main/java/tech/derbent/bab/node/service	line 35	Java Problem
The value of the field CCommentComponentTester.COMMENT_TEXT_AREA is not used	CCommentComponentTester.java	/derbent/src/test/java/automated_tests/tech/derbent/ui/automation/components	line 11	Java Problem
The value of the field CCommentInitializerService.clazz is not used	CCommentInitializerService.java	/derbent/src/main/java/tech/derbent/app/comments/service	line 16	Java Problem
The value of the field CComponentListLinks.DATE_TIME_FORMATTER is not used	CComponentListLinks.java	/derbent/src/main/java/tech/derbent/app/links/view	line 56	Java Problem
The value of the field CComponentListValidationCaseResults.sessionService is not used	CComponentListValidationCaseResults.java	/derbent/src/main/java/tech/derbent/app/validation/validationsession/view	line 67	Java Problem
The value of the field CComponentListValidationCases.sessionService is not used	CComponentListValidationCases.java	/derbent/src/main/java/tech/derbent/app/validation/validationcase/view	line 59	Java Problem
The value of the field CDataInitializer.projectTypeService is not used	CDataInitializer.java	/derbent/src/main/java/tech/derbent/api/config	line 193	Java Problem
The value of the field CDialogAttachment.parentEntity is not used	CDialogAttachment.java	/derbent/src/main/java/tech/derbent/app/attachments/view	line 36	Java Problem
The value of the field CDialogAttachment.sessionService is not used	CDialogAttachment.java	/derbent/src/main/java/tech/derbent/app/attachments/view	line 35	Java Problem
The value of the field CDialogComment.formBuilder is not used	CDialogComment.java	/derbent/src/main/java/tech/derbent/app/comments/view	line 42	Java Problem
The value of the field CDialogValidationStep.formBuilder is not used	CDialogValidationStep.java	/derbent/src/main/java/tech/derbent/app/validation/validationstep/view	line 39	Java Problem
The value of the field CDialogValidationStep.sessionService is not used	CDialogValidationStep.java	/derbent/src/main/java/tech/derbent/app/validation/validationstep/view	line 37	Java Problem
The value of the field CDocumentType.LOGGER is not used	CDocumentType.java	/derbent/src/main/java/tech/derbent/app/documenttypes/domain	line 32	Java Problem
The value of the field CFinancialDashboardView.invoiceService is not used	CFinancialDashboardView.java	/derbent/src/main/java/tech/derbent/app/invoices/invoice/view	line 56	Java Problem
The value of the field CFinancialDashboardView.projectService is not used	CFinancialDashboardView.java	/derbent/src/main/java/tech/derbent/app/invoices/invoice/view	line 60	Java Problem
The value of the field CFinancialSummaryService.LOGGER is not used	CFinancialSummaryService.java	/derbent/src/main/java/tech/derbent/app/invoices/invoice/service	line 28	Java Problem
The value of the field CInvoiceService.invoiceItemService is not used	CInvoiceService.java	/derbent/src/main/java/tech/derbent/app/invoices/invoice/service	line 30	Java Problem
The value of the field CInvoiceService.paymentService is not used	CInvoiceService.java	/derbent/src/main/java/tech/derbent/app/invoices/invoice/service	line 31	Java Problem
The value of the field CLinkInitializerService.clazz is not used	CLinkInitializerService.java	/derbent/src/main/java/tech/derbent/app/links/service	line 23	Java Problem
The value of the field CPageServiceAttachment.serialVersionUID is not used	CPageServiceAttachment.java	/derbent/src/main/java/tech/derbent/app/attachments/service	line 18	Java Problem
The value of the field CTeam.LOGGER is not used	CTeam.java	/derbent/src/main/java/tech/derbent/app/teams/team/domain	line 41	Java Problem
The value of the local variable allValues is not used	IHasMultiValuePersistence.java	/derbent/src/main/java/tech/derbent/api/ui/component/basic	line 95	Java Problem
The value of the local variable created is not used	COrderInitializerService.java	/derbent/src/main/java/tech/derbent/app/orders/order/service	line 93	Java Problem
Unnecessary @SuppressWarnings("unchecked")	CGridViewBaseDBEntity.java	/derbent/src/main/java/tech/derbent/api/grid/view	line 41	Java Problem
Unnecessary @SuppressWarnings("unchecked")	CPageServiceActivity.java	/derbent/src/main/java/tech/derbent/app/activities/service	line 51	Java Problem
Unnecessary @SuppressWarnings("unchecked")	CReportHelper.java	/derbent/src/main/java/tech/derbent/api/reports/service	line 78	Java Problem
Unnecessary cast from CActivity to IHasAgileParentRelation	CAgileParentRelationService.java	/derbent/src/main/java/tech/derbent/api/domains	line 150	Java Problem
Unnecessary cast from Class<T> to Class<? extends CEntityDB<?>>	CPageService.java	/derbent/src/main/java/tech/derbent/api/services/pageservice	line 266	Java Problem
Unnecessary cast from Class<T> to Class<? extends CEntityDB<?>>	CReportHelper.java	/derbent/src/main/java/tech/derbent/api/reports/service	line 80	Java Problem
Unnecessary cast from CUserCompanyRole to CUserCompanyRole	CUserCompanyRoleInitializerService.java	/derbent/src/main/java/tech/derbent/api/roles/service	line 104	Java Problem
The value of the parameter entityType is not used	CDialogReportFieldSelection.java	/derbent/src/main/java/tech/derbent/api/reports/dialog	line 149	Java Problem
The value of the parameter minimal is not used	CInvoiceInitializerService.java	/derbent/src/main/java/tech/derbent/app/invoices/invoice/service	line 113	Java Problem
The value of the parameter source is not used	CEntityDB.java	/derbent/src/main/java/tech/derbent/api/entity/domain	line 77	Java Problem
The value of the parameter target is not used	CEntityDB.java	/derbent/src/main/java/tech/derbent/api/entity/domain	line 77	Java Problem

